Brasil e Município;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Amendoim (em casca);Banana (cacho);Batata-doce;Batata-inglesa;Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Castanha de caju;Erva-mate (folha verde);Fava (em grão);Feijão (em grão);Girassol (em grão);Guaraná (semente);Juta (fibra);Malva (fibra);Mamona (baga);Mandioca;Manga;Melancia;Melão;Milho (em grão);Noz (fruto seco);Pimenta-do-reino;Soja (em grão);Sorgo (em grão);Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Itapiúna (CE);...;-;-;-;-;-;-;-;-;-;-;...;595;-;35;1273;-;-;-;-;-;2515;-;18;-;1053;-;-;-;-;3329;-;-;-;-;-
Itarema (CE);...;-;-;-;235;727;-;-;-;-;-;...;12348;-;-;916;-;-;-;-;-;10729;50;355;-;706;-;-;-;-;-;-;-;-;-;-
Itatira (CE);...;-;124;-;1365;28;-;-;-;-;-;...;3;-;130;1373;-;-;-;-;5;89;32;-;-;1813;-;-;-;-;-;-;-;-;-;-
Jaguaretama (CE);...;-;-;-;-;145;-;-;-;-;-;...;7;-;-;4220;-;-;-;-;-;104;113;-;-;1723;-;-;-;-;-;-;-;-;-;-
Jaguaribara (CE);...;-;-;-;863;120;-;-;-;-;-;...;56;-;-;1356;-;-;-;-;-;765;42;-;-;756;-;-;-;-;-;-;-;-;-;-
Jaguaribe (CE);...;-;-;-;300;200;-;-;-;-;-;...;7;-;-;4346;-;-;-;-;-;250;64;-;-;2525;-;-;-;-;-;-;-;-;-;-
Jaguaruana (CE);...;-;46;-;3538;51;-;-;-;-;-;...;688;-;-;619;-;-;-;-;-;732;1356;110;194;3012;-;-;-;-;-;-;-;-;-;313
Jardim (CE);...;-;-;-;324;51;-;-;-;-;-;...;-;-;46;844;-;-;-;-;-;760;120;-;-;6917;-;-;-;-;-;-;-;-;-;-
Jati (CE);...;-;-;-;204;587;-;-;-;-;-;...;4;-;-;672;-;-;-;-;-;999;44;447;-;2086;-;-;-;-;1363;-;-;-;-;-
Jijoca de Jericoacoara (CE);...;-;-;-;-;50;-;-;-;-;-;...;5117;-;-;267;-;-;-;-;-;2837;25;-;-;282;-;-;-;-;-;-;-;-;-;-
Juazeiro do Norte (CE);...;-;-;-;159;-;-;-;-;-;-;...;26;-;42;1154;-;-;-;-;-;411;157;-;-;1860;-;-;-;-;151;-;-;-;-;-
Jucás (CE);...;-;-;-;1906;308;-;-;-;-;-;...;-;-;132;1116;-;-;-;-;-;459;51;-;-;3539;-;-;-;-;885;-;-;-;-;-
Lavras da Mangabeira (CE);...;-;-;-;8721;-;-;-;-;-;-;...;15;-;85;1722;-;-;-;-;-;258;174;-;-;4069;-;-;-;-;1222;-;-;-;-;-
Limoeiro do Norte (CE);...;-;540;-;68212;-;-;-;-;-;-;...;254;-;-;10327;-;-;-;-;-;2444;8;2039;7112;901;-;-;8360;4163;-;-;-;-;-;-
Madalena (CE);...;-;190;-;189;57;-;-;-;-;-;...;42;-;-;5568;-;-;-;-;-;116;51;-;-;14193;-;-;-;-;-;-;-;-;-;-
Maranguape (CE);...;-;-;-;4016;-;-;-;-;-;-;...;17;-;30;452;-;-;-;-;-;246;549;-;-;714;-;-;-;-;532;-;-;-;-;-
Marco (CE);...;-;-;-;439;-;-;-;-;-;-;...;9214;-;-;1749;-;-;-;-;-;5182;1129;1525;-;875;-;-;-;-;-;-;-;-;-;-
Martinópole (CE);...;-;-;-;-;-;-;-;-;-;-;...;2572;-;-;1699;-;-;-;-;-;2196;26;32;-;1075;-;-;-;-;-;-;-;-;-;-
Massapê (CE);...;-;-;-;1085;-;-;-;17;17;-;...;767;-;41;785;-;-;-;-;-;213;2263;-;-;473;-;-;-;-;-;-;-;-;-;-
Mauriti (CE);...;-;337;38;6365;2944;-;-;-;-;-;...;413;-;359;14956;-;-;-;-;-;3090;15737;834;-;65993;-;-;-;-;3437;-;-;-;-;299
Meruoca (CE);...;-;-;-;488;-;-;-;14;14;-;...;91;-;-;407;-;-;-;-;-;489;351;-;-;128;-;-;-;-;-;-;-;-;-;-
Milagres (CE);...;-;1400;12;2570;82;-;-;-;-;-;...;121;-;115;1836;-;-;-;-;-;413;124;220;-;6296;-;-;-;-;1599;-;-;-;-;-
Milhã (CE);...;-;18;-;65;36;-;-;-;-;-;...;32;-;-;6943;-;-;-;-;-;136;12;18;-;9218;-;-;-;-;91;-;-;-;-;-
Miraíma (CE);...;-;-;-;-;44;-;-;-;-;-;...;6;-;-;677;-;-;-;-;-;-;-;-;-;905;-;-;-;-;-;-;-;-;-;-
Missão Velha (CE);...;-;105;118;56570;-;-;-;-;-;-;...;104;-;144;4625;-;-;-;-;-;1660;117;-;-;8366;-;-;-;-;4670;-;-;-;-;-
Mombaça (CE);...;-;102;16;523;102;-;-;-;-;-;...;5;-;262;7932;-;-;-;-;-;941;117;-;-;43200;-;-;-;-;1195;-;-;-;-;-
Monsenhor Tabosa (CE);...;-;9;-;-;-;-;-;-;-;-;...;-;-;-;2172;-;-;-;-;36;127;7;-;-;3751;-;-;-;-;-;-;-;-;-;-
Morada Nova (CE);...;-;-;-;1833;-;-;-;-;-;-;...;1552;-;-;3687;-;-;-;-;-;177;14;-;-;3628;-;-;-;-;-;-;-;-;-;-
Moraújo (CE);...;-;-;-;43;-;-;-;-;-;-;...;100;-;19;390;-;-;-;-;-;163;39;-;-;424;-;-;-;-;-;-;-;-;-;-
Morrinhos (CE);...;-;-;-;-;-;-;-;-;-;-;...;4957;-;-;1730;-;-;-;-;-;4500;-;-;-;588;-;-;-;-;-;-;-;-;-;-
Mucambo (CE);...;-;-;-;98;-;-;-;-;-;-;...;64;-;40;1312;-;-;-;-;-;220;23;-;-;921;-;-;-;-;-;-;-;-;-;-
Mulungu (CE);...;-;-;-;3528;-;-;-;4106;4106;-;...;8;-;687;962;-;-;-;-;-;-;80;-;-;903;-;-;-;-;9036;-;-;-;7;-
Nova Olinda (CE);...;-;-;-;32;-;-;-;-;-;-;...;-;-;169;192;-;-;-;-;-;539;25;-;-;3380;-;-;-;-;1026;-;-;-;-;-
Nova Russas (CE);...;-;9;-;63;-;-;-;-;-;-;...;16;-;-;630;-;-;-;-;-;15;7;-;-;1245;-;-;-;-;-;-;-;-;-;-
Novo Oriente (CE);...;-;6;-;61;-;-;-;-;-;-;...;158;-;-;3992;-;-;-;-;-;136;8;-;-;16485;-;-;-;-;-;-;-;-;-;-
Ocara (CE);...;-;-;-;28;-;-;-;-;-;-;...;20404;-;-;10890;-;-;-;-;-;699;35;-;-;6973;-;-;-;-;-;-;-;-;-;-
Orós (CE);...;-;-;-;208;129;-;-;-;-;-;...;-;-;8;222;-;-;-;-;-;88;101;-;-;3141;-;-;-;-;-;-;-;-;-;-
Pacajus (CE);...;-;-;-;-;160;-;-;-;-;-;...;7320;-;-;229;-;-;-;-;-;4361;23;-;-;73;-;-;-;-;-;-;-;-;-;-
Pacoti (CE);...;-;-;-;5202;-;-;-;314;314;-;...;7;-;214;23;-;-;-;-;-;51;349;-;-;298;-;-;-;-;794;-;-;-;-;-
Pacujá (CE);...;-;-;-;-;-;-;-;-;-;-;...;49;-;7;397;-;-;-;-;-;58;-;21;-;264;-;-;-;-;-;-;-;-;-;-
Palhano (CE);...;-;-;-;-;-;-;-;-;-;-;...;5257;-;-;897;-;-;-;-;-;15698;-;-;-;556;-;-;-;-;-;-;-;-;-;-
Palmácia (CE);...;-;-;-;3669;-;-;-;-;-;-;...;2;-;1464;72;-;-;-;-;-;-;33;-;-;439;-;-;-;-;416;-;-;-;-;-
Parambu (CE);...;-;95;-;36;-;-;-;-;-;-;...;57;-;1350;3550;-;-;-;-;-;387;27;-;-;5190;-;-;-;-;-;-;-;-;-;-
Paramoti (CE);...;-;6;-;-;-;-;-;-;-;-;...;3;-;50;8693;-;-;-;-;-;44;40;-;-;6083;-;-;-;-;-;-;-;-;-;-
Pedra Branca (CE);...;-;42;-;140;-;-;-;-;-;-;...;6;-;180;5626;-;-;-;-;-;84;20;-;-;7628;-;-;-;-;351;-;-;-;-;-
Penaforte (CE);...;-;-;-;254;-;-;-;-;-;-;...;9;-;-;963;-;-;-;-;-;1368;22;578;-;2216;-;-;-;-;6904;-;-;-;-;-
Pentecoste (CE);...;-;-;-;2212;130;-;-;-;-;-;...;62;-;-;2125;-;-;-;-;-;539;129;235;-;4634;-;-;-;-;991;-;-;-;-;-
Pereiro (CE);...;-;-;-;180;-;-;-;-;-;-;...;25;-;240;1688;-;-;-;-;-;144;132;-;-;5533;-;-;-;-;543;-;-;-;-;-
Piquet Carneiro (CE);...;-;10;-;376;-;-;-;-;-;-;...;3;-;10;1162;-;-;-;-;-;29;91;-;-;3010;-;-;-;-;898;-;-;-;-;-
Pires Ferreira (CE);...;-;-;-;258;35;-;-;-;-;-;...;34;-;18;3836;-;-;-;-;-;99;56;239;-;2562;-;-;-;-;-;-;-;-;7;-
Poranga (CE);...;-;-;-;39;-;-;-;-;-;-;...;115;-;73;568;-;-;-;-;-;114;6;-;-;465;-;-;-;-;-;-;-;-;-;-
Porteiras (CE);...;-;-;78;4967;-;-;-;-;-;-;...;7;-;-;2770;-;-;-;-;-;4774;428;39;-;3750;-;-;-;-;4642;-;-;-;12;-
Potengi (CE);...;-;-;-;31;60;-;-;-;-;-;...;19;-;489;1247;-;-;-;-;-;116;57;-;-;2839;-;-;-;-;-;-;-;-;-;-
Potiretama (CE);...;-;-;-;-;-;-;-;-;-;-;...;4950;-;-;3117;-;-;-;-;-;263;-;-;-;251;-;-;-;-;-;-;-;-;-;-
Quiterianópolis (CE);...;-;-;-;107;-;-;-;-;-;-;...;-;-;289;1371;-;-;-;-;-;69;17;52;-;8676;-;-;-;-;-;-;-;-;-;-
Quixadá (CE);...;-;12;-;108;-;-;-;-;-;-;...;765;-;48;4545;-;-;-;-;-;102;91;-;-;2574;-;-;-;-;916;-;-;-;-;-
Quixelô (CE);...;-;-;-;222;123;-;-;-;-;-;...;-;-;-;1088;-;-;-;-;-;47;16;-;-;4943;-;-;-;-;-;-;-;-;-;-
Quixeramobim (CE);...;-;200;-;732;298;-;-;-;-;-;...;-;-;186;7911;-;-;-;-;-;240;115;-;-;21778;-;-;-;-;2860;-;-;-;-;-
Quixeré (CE);...;-;-;-;26346;-;-;64;-;-;-;...;37;-;-;1676;-;-;-;-;-;-;2410;4092;41841;1543;-;-;-;-;443;-;-;-;-;-
Redenção (CE);...;-;-;-;21129;-;-;-;-;-;-;...;2014;-;613;1883;-;-;-;-;-;76;553;13;-;2086;-;-;-;-;-;-;-;-;25;-
Reriutaba (CE);...;-;-;-;779;125;-;-;19;19;-;...;223;-;-;1128;-;-;-;-;-;468;156;240;-;1247;-;-;-;-;1922;-;-;-;13;-
Russas (CE);...;-;-;-;16426;1080;-;71;-;-;-;...;1158;-;-;3872;-;-;-;-;-;1577;600;-;-;1581;-;-;-;-;-;-;-;-;-;245
Saboeiro (CE);...;-;39;-;25;-;-;-;-;-;-;...;-;-;86;612;-;-;-;-;-;23;-;-;-;2006;-;-;-;-;-;-;-;-;-;-
Salitre (CE);...;-;-;-;9;-;-;-;-;-;-;...;21;-;242;2362;-;-;-;-;-;89641;-;-;-;3109;-;-;-;-;-;-;-;-;-;-
Santana do Acaraú (CE);...;-;-;-;388;-;-;-;-;-;-;...;2313;-;-;8469;-;-;-;-;-;1744;155;299;-;6030;-;-;-;-;-;-;-;-;-;-
Santana do Cariri (CE);...;-;-;9;654;-;-;-;-;-;-;...;21;-;237;459;-;-;-;-;-;1429;131;-;-;1868;-;-;-;-;591;-;-;-;-;-
Santa Quitéria (CE);...;-;28;-;3595;212;-;-;-;-;-;...;29;-;50;17335;-;-;-;-;14;208;146;420;216;19710;-;-;-;-;2668;-;-;-;-;-
São Benedito (CE);...;-;-;47;5752;75392;-;-;774;774;-;...;143;-;44;8056;-;-;-;-;-;4849;849;1285;-;4802;-;-;-;-;56107;-;-;-;20;-
São Gonçalo do Amarante (CE);...;-;-;-;110;218;-;-;-;-;-;...;1302;-;-;1260;-;-;-;-;-;4141;237;198;-;517;-;-;-;-;-;-;-;-;-;-
São João do Jaguaribe (CE);...;-;-;-;8336;79;-;-;-;-;-;...;458;-;-;1453;-;-;-;-;-;139;-;-;-;557;-;-;-;-;-;-;-;-;-;-
São Luís do Curu (CE);...;-;-;-;737;50;-;-;-;-;-;...;225;-;-;657;-;-;-;-;-;300;28;-;-;817;-;-;-;-;-;-;-;-;-;-
Senador Pompeu (CE);...;-;42;-;18;67;-;-;-;-;-;...;39;-;24;8433;-;-;-;-;-;150;40;-;-;6655;-;-;-;-;578;-;-;-;-;-
Senador Sá (CE);...;-;-;-;30;-;-;-;-;-;-;...;717;-;4;440;-;-;-;-;-;1984;46;101;-;225;-;-;-;-;320;-;-;-;-;-
Sobral (CE);...;-;-;-;1514;82;-;-;-;-;-;...;162;-;-;4702;-;-;-;-;-;337;547;-;-;1955;-;-;-;-;-;-;-;-;-;-
Solonópole (CE);...;-;-;-;18;120;-;-;-;-;-;...;3;-;-;7244;-;-;-;-;-;96;7;-;-;6384;-;-;-;-;-;-;-;-;-;-
Tabuleiro do Norte (CE);...;-;2700;-;4906;-;-;-;-;-;-;...;674;-;-;3392;-;-;-;-;-;599;14;119;-;3553;-;-;-;-;-;-;-;-;-;-
Tamboril (CE);...;-;12;-;-;-;-;-;-;-;-;...;-;-;-;16544;-;-;-;-;32;159;6;-;-;27471;-;-;-;-;-;-;-;-;-;-
Tarrafas (CE);...;-;-;-;50;-;-;-;-;-;-;...;4;-;1088;277;-;-;-;-;-;154;68;-;-;1754;-;-;-;-;-;-;-;-;-;-
Tauá (CE);...;-;190;-;64;-;-;-;-;-;-;...;-;-;56;3782;-;-;-;-;5;44;7;-;-;10525;-;-;-;-;-;-;-;-;-;-
Tejuçuoca (CE);...;-;-;-;30;79;-;-;-;-;-;...;30;-;-;3669;-;-;-;-;-;441;45;35;-;2665;-;-;-;-;-;-;-;-;-;-
Tianguá (CE);...;-;-;220;19346;4338;-;-;1297;1205;92;...;453;-;403;2913;-;-;-;-;-;5198;556;3738;-;4857;-;-;1105;-;70711;-;-;-;53;-
Trairi (CE);...;-;-;-;408;433;-;-;-;-;-;...;7552;-;-;930;-;-;-;-;-;5578;30;-;-;795;-;-;-;-;-;-;-;-;-;-
Tururu (CE);...;-;-;-;198;112;-;-;-;-;-;...;1016;-;42;1326;-;-;-;-;-;12706;497;-;-;1130;-;-;-;-;-;-;-;-;-;-
Ubajara (CE);...;-;-;-;3861;16821;-;-;127;75;52;...;60;-;144;4102;-;-;-;-;-;4092;1077;707;-;4832;-;-;782;-;46575;-;-;-;39;-
Umari (CE);...;-;-;-;32;-;-;-;-;-;-;...;-;-;-;350;-;-;-;-;-;-;36;-;-;1411;-;-;-;-;-;-;-;-;-;-
Umirim (CE);...;-;-;-;2222;381;-;-;-;-;-;...;389;-;-;2438;-;-;-;-;-;3593;243;-;-;1604;-;-;-;-;-;-;-;-;-;-
Uruburetama (CE);...;-;-;-;54455;-;-;-;5;5;-;...;246;-;332;260;-;-;-;-;-;223;1875;-;-;570;-;-;-;-;-;-;-;-;-;-
Uruoca (CE);...;-;-;-;23;-;-;-;-;-;-;...;2870;-;-;3074;-;-;-;-;-;924;136;-;-;1672;-;-;-;-;-;-;-;-;-;-
Varjota (CE);...;-;-;-;37072;46;-;-;-;-;-;...;25;-;6;1623;-;-;-;-;-;150;448;121;-;2312;-;-;-;-;490;-;-;-;26;-
Várzea Alegre (CE);...;-;-;40;575;81;-;-;-;-;-;...;17;-;719;2360;-;-;-;-;-;1124;77;-;-;5684;-;-;-;-;3510;-;-;-;-;-
Viçosa do Ceará (CE);...;-;-;821;8180;245;-;-;228;228;-;...;610;-;645;2882;-;-;-;-;-;9550;520;515;-;4216;-;343;-;-;9318;-;-;-;66;-
Acari (RN);...;-;4;-;245;-;-;-;-;-;-;...;-;-;-;90;-;-;-;-;-;-;261;30;-;35;-;-;-;-;-;-;-;-;-;-
Açu (RN);...;-;-;-;26979;81;-;-;-;-;-;...;215;-;-;1500;-;-;-;-;-;40;8480;1628;1037;189;-;-;-;-;1145;-;-;-;-;-
Afonso Bezerra (RN);...;-;-;-;7176;-;-;-;-;-;-;...;85;-;-;400;-;-;-;-;-;-;1688;5249;5407;91;-;-;-;-;1110;-;-;-;-;-
Água Nova (RN);...;-;-;-;203;-;-;-;-;-;-;...;3;-;10;70;-;-;-;-;-;-;19;-;-;17;-;-;-;-;-;-;-;-;-;-
Alexandria (RN);...;-;-;-;150;-;-;-;-;-;-;...;3;-;-;456;-;-;-;-;-;-;18;-;-;1000;-;-;-;-;-;-;-;-;-;-
Almino Afonso (RN);...;-;-;-;-;135;-;-;-;-;-;...;3;-;-;181;-;-;-;-;-;-;14;-;-;169;-;-;-;-;780;-;-;-;-;-
Alto do Rodrigues (RN);...;-;-;-;174168;-;-;-;-;-;-;...;-;-;-;555;-;-;-;-;-;-;3000;1275;-;62;-;-;-;-;-;-;-;-;-;-
Angicos (RN);...;-;-;-;-;-;-;-;-;-;-;...;185;-;-;370;-;-;-;-;-;-;-;336;-;151;-;-;-;-;-;-;-;-;-;-
Antônio Martins (RN);...;-;-;-;132;-;-;-;-;-;-;...;3;-;200;290;-;-;-;-;-;-;22;-;-;335;-;-;-;-;-;-;-;-;-;-
Apodi (RN);...;-;-;-;13962;391;-;-;-;-;-;...;750;-;-;1549;-;-;-;-;-;245;255;4159;25862;1534;-;-;-;-;-;-;-;-;-;59
Areia Branca (RN);...;-;-;-;-;-;-;-;-;-;-;...;878;-;-;374;-;-;-;-;-;328;-;-;-;125;-;-;-;-;-;-;-;-;-;-
Campo Grande (RN);...;-;-;-;-;-;-;-;-;-;-;...;435;-;-;617;-;-;-;-;-;-;-;-;-;173;-;-;-;-;-;-;-;-;-;-
Baraúna (RN);...;-;-;-;10252;158;-;-;-;-;-;...;300;-;-;998;-;-;-;-;-;-;291;13520;131356;3150;-;-;-;-;900;-;-;-;-;-
Barcelona (RN);...;-;-;-;108;49;-;-;-;-;-;...;-;-;20;256;-;-;-;-;-;10;-;-;-;108;-;-;-;-;-;-;-;-;-;-
Bento Fernandes (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;60;196;-;-;-;-;-;1428;-;-;-;61;-;-;-;40;-;-;-;-;-;-
Bodó (RN);...;-;-;-;-;-;-;-;-;-;-;...;5880;-;369;270;-;-;-;-;-;2488;51;-;-;761;-;-;-;-;-;-;-;-;-;-
Bom Jesus (RN);...;-;-;-;36;630;-;-;-;-;-;...;284;-;-;2520;-;-;-;-;-;3360;213;-;-;884;-;-;-;-;-;-;-;-;-;-
Brejinho (RN);...;-;-;-;750;-;-;-;-;-;-;...;81;-;-;235;-;-;-;-;-;257;158;-;-;-;-;-;-;-;-;-;-;-;-;-
Caiçara do Norte (RN);...;-;-;-;57;-;-;-;-;-;-;...;3040;-;-;422;-;-;-;-;-;-;-;-;-;93;-;-;-;-;-;-;-;-;-;-
Caiçara do Rio do Vento (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;20;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-
Caicó (RN);...;-;11;-;-;180;-;-;-;-;-;...;-;-;-;327;-;-;-;-;-;-;72;-;-;29;-;-;-;-;-;-;-;-;-;-
Campo Redondo (RN);...;-;-;-;-;-;-;-;-;-;-;...;14;-;-;185;-;-;-;-;-;-;-;-;-;626;-;-;-;-;-;-;-;-;-;-
Caraúbas (RN);...;-;-;-;1220;522;-;-;-;-;-;...;300;-;-;1008;-;-;-;-;-;270;49;341;-;437;-;-;-;-;-;-;-;-;-;-
Carnaúba dos Dantas (RN);...;-;30;-;60;-;-;-;-;-;-;...;-;-;-;50;-;-;-;-;-;-;178;-;-;16;-;-;-;-;1101;-;-;-;-;-
Carnaubais (RN);...;-;-;-;17940;-;-;-;-;-;-;...;595;-;-;625;-;-;-;-;-;-;5144;1161;240;54;-;-;-;-;2397;-;-;-;-;-
Ceará-Mirim (RN);...;-;-;-;15768;1474;-;-;-;-;-;...;1169;-;-;1152;-;-;-;-;-;6435;100;-;-;664;-;-;-;-;-;-;-;-;-;-
Cerro Corá (RN);...;-;-;-;432;300;-;-;-;-;-;...;8100;-;208;1377;-;-;-;-;-;10500;450;89;-;1444;-;-;-;-;-;-;-;-;-;-
Coronel Ezequiel (RN);...;-;-;-;-;-;-;-;-;-;-;...;88;-;188;470;-;-;-;-;-;126;54;-;-;126;-;-;-;-;-;-;-;-;-;-
Coronel João Pessoa (RN);...;-;-;-;315;-;-;-;-;-;-;...;3;-;10;200;-;-;-;-;-;48;20;-;-;375;-;-;-;-;-;-;-;-;-;-
Cruzeta (RN);...;-;14;-;-;135;-;-;-;-;-;...;-;-;-;20;-;-;-;-;-;-;56;225;168;42;-;-;-;-;490;-;-;-;-;-
Currais Novos (RN);...;-;-;-;63;-;-;-;-;-;-;...;36;-;-;121;-;-;-;-;-;-;120;-;-;38;-;-;-;-;963;-;-;-;-;-
Doutor Severiano (RN);...;-;-;-;177;40;-;-;-;-;-;...;42;-;960;1000;-;-;-;-;-;-;30;-;-;427;-;-;-;-;-;-;-;-;-;-
Encanto (RN);...;-;-;-;80;-;-;-;-;-;-;...;3;-;-;106;-;-;-;-;-;-;22;-;-;117;-;-;-;-;-;-;-;-;-;-
Equador (RN);...;-;-;-;-;-;-;-;-;-;-;...;20;-;-;495;-;-;-;-;-;91;196;-;-;177;-;-;-;-;-;-;-;-;-;-
Felipe Guerra (RN);...;-;-;-;409;48;-;-;-;-;-;...;-;-;-;210;-;-;-;-;-;-;-;1533;1750;14;-;-;-;-;-;-;-;-;-;-
Fernando Pedroza (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;130;-;-;-;-;-;-;-;68;54;20;-;-;-;-;-;-;-;-;-;-
Florânia (RN);...;-;-;-;-;450;-;-;-;-;-;...;1800;-;103;223;-;-;-;-;-;1392;450;-;-;120;-;-;-;-;-;-;-;-;-;-
Francisco Dantas (RN);...;-;-;-;-;-;-;-;-;-;-;...;35;-;-;250;-;-;-;-;-;-;-;-;-;120;-;-;-;-;-;-;-;-;-;-
Frutuoso Gomes (RN);...;-;-;-;-;162;-;-;-;-;-;...;3;-;-;228;-;-;-;-;-;22;10;-;-;108;-;-;-;-;-;-;-;-;-;-
Galinhos (RN);...;-;-;-;-;-;-;-;-;-;-;...;36;-;-;50;-;-;-;-;-;-;-;855;2050;11;-;-;-;-;-;-;-;-;-;-
Governador Dix-Sept Rosado (RN);...;-;-;-;564;49;-;-;-;-;-;...;225;-;-;1440;-;-;-;-;-;-;63;1192;10325;1094;-;-;-;284;-;-;-;-;-;-
Grossos (RN);...;-;-;-;-;-;-;-;-;-;-;...;5;-;-;432;-;-;-;-;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-
Guamaré (RN);...;-;21;-;-;-;-;-;-;-;-;...;240;-;-;400;-;-;-;-;-;50;-;80;-;360;-;-;-;-;-;-;-;-;-;-
Ielmo Marinho (RN);...;-;-;-;56;440;-;-;-;-;-;...;72;-;163;1320;-;-;-;-;-;4018;37;107;-;236;-;-;-;-;-;-;-;-;-;-
Ipanguaçu (RN);...;-;-;-;77094;-;-;-;-;-;-;...;35;-;-;225;-;-;-;-;-;-;25551;250;-;54;-;-;-;-;-;-;-;-;-;-
Ipueira (RN);...;-;-;-;205;-;-;-;-;-;-;...;-;-;-;13;-;-;-;-;-;-;21;107;-;121;-;-;-;-;-;-;-;-;-;-
Itajá (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;265;-;-;-;-;-;80;-;375;-;45;-;-;-;-;-;-;-;-;-;-
Itaú (RN);...;-;14;-;63;-;-;-;-;-;-;...;173;-;-;2192;-;-;-;-;-;-;-;-;-;107;-;-;-;-;-;-;-;-;-;-
Jaçanã (RN);...;-;-;-;-;-;-;-;-;-;-;...;1000;-;108;1987;-;-;-;-;-;138;108;-;-;144;-;-;-;-;-;-;-;-;-;-
Jandaíra (RN);...;-;-;-;8750;-;-;-;-;-;-;...;-;-;-;715;-;-;-;-;-;-;-;78;49830;330;-;-;-;-;70;-;-;-;-;-
Janduís (RN);...;-;-;-;-;-;-;-;-;-;-;...;10;-;-;297;-;-;-;-;-;-;49;-;-;221;-;-;-;-;-;-;-;-;-;-
Januário Cicco (RN);...;-;-;-;80;-;-;-;-;-;-;...;60;-;24;8;-;-;-;-;-;10500;86;-;-;216;-;-;-;-;-;-;-;-;-;-
Japi (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;13;14;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-
Jardim de Angicos (RN);...;-;-;-;-;-;-;-;-;-;-;...;185;-;48;662;-;-;-;-;-;136;-;-;-;213;-;-;-;-;-;-;-;-;-;-
Jardim de Piranhas (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;16;-;-;-;-;-;-;225;47;-;44;-;-;-;-;-;-;-;-;-;-
Jardim do Seridó (RN);...;-;15;-;-;-;-;-;-;-;-;...;-;-;-;280;-;-;-;-;-;-;90;-;-;208;-;-;-;-;-;-;-;-;-;-
João Câmara (RN);...;-;-;-;999;1590;-;-;-;-;-;...;392;-;-;525;-;-;-;-;-;956;180;-;-;202;-;-;-;-;-;-;-;-;-;-
João Dias (RN);...;-;-;-;117;-;-;-;-;-;-;...;9;-;8;203;-;-;-;-;-;8;-;-;-;187;-;-;-;-;-;-;-;-;-;-
José da Penha (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;1125;-;-;-;-;-;-;12;-;-;720;-;-;-;-;-;-;-;-;-;-
Jucurutu (RN);...;-;-;-;-;890;-;-;-;-;-;...;42;-;45;205;-;-;-;-;-;-;691;-;-;52;-;-;-;-;-;-;-;-;-;-
Lagoa d'Anta (RN);...;-;-;-;23;30;-;-;-;-;-;...;36;-;63;60;-;-;-;-;-;4800;53;-;-;23;-;-;-;-;-;-;-;-;-;-
Lagoa de Pedras (RN);...;-;-;-;113;675;-;-;-;-;-;...;215;-;-;50;-;-;-;-;-;720;40;-;-;240;-;-;-;-;-;-;-;-;-;-
Lagoa de Velhos (RN);...;-;-;-;-;18;-;-;-;-;-;...;-;-;14;384;-;-;-;-;-;120;-;-;-;180;-;-;-;-;-;-;-;-;-;-
Lagoa Nova (RN);...;-;-;-;-;100;-;-;-;-;-;...;6500;-;180;1200;-;-;-;-;-;1976;36;-;-;404;-;-;-;-;-;-;-;-;-;-
Lagoa Salgada (RN);...;-;-;-;60;-;-;-;-;-;-;...;175;-;16;75;-;-;-;-;-;6600;-;-;-;20;-;-;-;-;-;-;-;-;-;-
Lajes (RN);...;-;-;-;-;-;-;-;-;-;-;...;40;-;-;455;-;-;-;-;-;125;-;-;-;2574;-;-;-;-;-;-;-;-;-;-
Lajes Pintadas (RN);...;-;-;-;-;-;-;-;-;-;-;...;6;-;858;312;-;-;-;-;-;75;80;-;-;344;-;-;-;-;-;-;-;-;-;-
Lucrécia (RN);...;-;-;-;63;-;-;-;-;-;-;...;3;-;-;115;-;-;-;-;-;14;17;-;-;168;-;-;-;-;-;-;-;-;-;-
Luís Gomes (RN);...;-;-;-;45;126;-;-;-;-;-;...;-;-;52;275;-;-;-;-;-;204;54;-;-;78;-;-;-;-;-;-;-;-;-;-
Macaíba (RN);...;-;-;-;1056;4594;-;-;-;-;-;...;2025;-;-;105;-;-;-;-;-;295;200;-;-;102;-;-;-;-;-;-;-;-;-;-
Macau (RN);...;-;-;-;-;-;-;-;-;-;-;...;25;-;-;260;-;-;-;-;-;-;-;367;4050;59;-;-;-;-;-;-;-;-;-;-
