codigo_ibge,nome,codigo_uf,nome_porto,transportation_cost
2909000,Cordeiros,29,natal,25434.8121244827
2304004,Coreaú,23,suape,29392.0557724549
2304004,Coreaú,23,aratu,28960.8313136573
2304004,Coreaú,23,natal,30158.8688229937
2504801,Coremas,25,suape,26458.2312781709
2504801,Coremas,25,aratu,26038.9705150003
2504801,Coremas,25,natal,27227.9883217351
2909109,Coribe,29,suape,26338.7006391919
2909109,Coribe,29,aratu,25044.6219279349
2909109,Coribe,29,natal,27215.7496439356
2402808,Coronel Ezequiel,24,suape,26060.8191128209
2402808,Coronel Ezequiel,24,aratu,25810.0052903616
2402808,Coronel Ezequiel,24,natal,26805.3397230111
2402907,Coronel João Pessoa,24,suape,27061.865388174
2402907,Coronel João Pessoa,24,aratu,26646.5019019467
2402907,Coronel João Pessoa,24,natal,27829.9974676728
2909208,Coronel João Sá,29,suape,24822.7936397799
2909208,Coronel João Sá,29,aratu,24208.866169199
2909208,Coronel João Sá,29,natal,25623.2040734925
2202851,Coronel José Dias,22,suape,27639.2326521416
2202851,Coronel José Dias,22,aratu,26785.3062663103
2202851,Coronel José Dias,22,natal,28466.6507305706
3119500,Coronel Murta,31,suape,24033.3200090603
3119500,Coronel Murta,31,aratu,22685.3211105125
3119500,Coronel Murta,31,natal,24917.5881153752
2202901,Corrente,22,suape,28160.644893845
2202901,Corrente,22,aratu,27039.0845503057
2202901,Corrente,22,natal,29018.4687650273
2604700,Correntes,26,suape,24695.397109877
2604700,Correntes,26,aratu,24278.5317428113
2604700,Correntes,26,natal,25468.0580594291
2909406,Cotegipe,29,suape,27013.5955762599
2909406,Cotegipe,29,aratu,25848.9670532236
2909406,Cotegipe,29,natal,27877.149431289
2504850,Coxixola,25,suape,25576.6674698306
2504850,Coxixola,25,aratu,25225.4116516202
2504850,Coxixola,25,natal,26337.7702674134
2702355,Craíbas,27,suape,24640.2703772055
2702355,Craíbas,27,aratu,24157.6239634539
2702355,Craíbas,27,natal,25422.6330579821
2304103,Crateús,23,suape,28566.2289844916
2304103,Crateús,23,aratu,28049.2477176182
2304103,Crateús,23,natal,29346.9719532523
2304202,Crato,23,suape,26996.5446758969
2304202,Crato,23,aratu,26455.0792237981
2304202,Crato,23,natal,27783.2308426649
2909505,Cravolândia,29,suape,24259.9369093924
2909505,Cravolândia,29,aratu,23303.7297195951
2909505,Cravolândia,29,natal,25104.1486475152
2909604,Crisópolis,29,suape,24340.9360210716
2909604,Crisópolis,29,aratu,23630.8051761276
2909604,Crisópolis,29,natal,25154.9676066982
2203008,Cristalândia do Piauí,22,suape,28079.4714783435
2203008,Cristalândia do Piauí,22,aratu,26943.4150591902
2203008,Cristalândia do Piauí,22,natal,28938.9287927525
3120300,Cristália,31,suape,24333.8926847676
3120300,Cristália,31,aratu,22936.9318045245
3120300,Cristália,31,natal,25222.1058825695
2203107,Cristino Castro,22,suape,28437.6692713834
2203107,Cristino Castro,22,aratu,27471.9006385344
2203107,Cristino Castro,22,natal,29277.64517115
2909703,Cristópolis,29,suape,27006.4818914878
2909703,Cristópolis,29,aratu,25818.7280068003
2909703,Cristópolis,29,natal,27872.4226215806
2304236,Croatá,23,suape,29058.7983359692
2304236,Croatá,23,aratu,28565.2091581999
2304236,Croatá,23,natal,29835.3948312652
2304251,Cruz,23,suape,29506.8676771511
2304251,Cruz,23,aratu,29141.699310912
2304251,Cruz,23,natal,30263.4058347045
2403004,Cruzeta,24,suape,26274.316606172
2403004,Cruzeta,24,aratu,25977.8166292624
2403004,Cruzeta,24,natal,27025.636777228
2505006,Cubati,25,suape,25863.2327987035
2505006,Cubati,25,aratu,25574.1493224602
2505006,Cubati,25,natal,26614.1743506171
2505105,Cuité,25,suape,25978.5253058632
2505105,Cuité,25,aratu,25727.7596199197
2505105,Cuité,25,natal,26723.1982393091
2505204,Cuitegi,25,suape,25502.3742322032
2505204,Cuitegi,25,aratu,25279.3337280151
2505204,Cuitegi,25,natal,26243.5698066411
2604908,Cumaru,26,suape,24994.762102078
2604908,Cumaru,26,aratu,24694.3678852335
2604908,Cumaru,26,natal,25749.1821876563
2801900,Cumbe,28,suape,24460.8822139903
2801900,Cumbe,28,aratu,23899.7491864183
2801900,Cumbe,28,natal,25254.6791897647
2605004,Cupira,26,suape,24787.439943328
2605004,Cupira,26,aratu,24430.2779980127
2605004,Cupira,26,natal,25550.9811559963
2909901,Curaçá,29,suape,26347.8894914582
2909901,Curaçá,29,aratu,25666.6279037858
2909901,Curaçá,29,natal,27154.8832879316
2203206,Curimatá,22,suape,27921.6875654681
2203206,Curimatá,22,aratu,26878.3588894701
2203206,Curimatá,22,natal,28771.1636846541
2203230,Currais,22,suape,28438.0859844893
2203230,Currais,22,aratu,27449.4384068741
2203230,Currais,22,natal,29280.7384120565
2403103,Currais Novos,24,suape,26244.448879553
2403103,Currais Novos,24,aratu,25977.0996052899
2403103,Currais Novos,24,natal,26991.2391388831
3120870,Curral de Dentro,31,suape,24148.7961078719
3120870,Curral de Dentro,31,aratu,22871.1168021124
3120870,Curral de Dentro,31,natal,25026.559678649
2203271,Curral Novo do Piauí,22,suape,27358.5445136138
2203271,Curral Novo do Piauí,22,aratu,26674.6410329184
2203271,Curral Novo do Piauí,22,natal,28164.3872260485
2505303,Curral Velho,25,suape,26306.9621208848
2505303,Curral Velho,25,aratu,25837.9012920701
2505303,Curral Velho,25,natal,27084.3416279782
2605103,Custódia,26,suape,25788.2554392029
2605103,Custódia,26,aratu,25329.1584576009
2605103,Custódia,26,natal,26565.0883008532
2505352,Damião,25,suape,25797.8265920497
2505352,Damião,25,aratu,25557.7930344219
2505352,Damião,25,natal,26541.1458842272
2702405,Delmiro Gouveia,27,suape,25297.7904044305
2702405,Delmiro Gouveia,27,aratu,24733.6519565283
2702405,Delmiro Gouveia,27,natal,26090.5084729245
2203305,Demerval Lobão,22,suape,29370.284901423
2203305,Demerval Lobão,22,aratu,28703.3311618194
2203305,Demerval Lobão,22,natal,30171.0541787766
2304269,Deputado Irapuan Pinheiro,23,suape,27582.0164278227
2304269,Deputado Irapuan Pinheiro,23,aratu,27124.8395526013
2304269,Deputado Irapuan Pinheiro,23,natal,28355.5183657609
2505402,Desterro,25,suape,25955.3939887955
2505402,Desterro,25,aratu,25585.1778330151
2505402,Desterro,25,natal,26718.6716438573
2505600,Diamante,25,suape,26392.3555269276
2505600,Diamante,25,aratu,25924.8724161539
2505600,Diamante,25,natal,27169.3571525149
2203354,Dirceu Arcoverde,22,suape,27351.5924758587
2203354,Dirceu Arcoverde,22,aratu,26472.0077901014
2203354,Dirceu Arcoverde,22,natal,28182.5375384723
3122355,Divisa Alegre,31,suape,23982.1471019133
3122355,Divisa Alegre,31,aratu,22752.7548904277
3122355,Divisa Alegre,31,natal,24855.5247078997
3122454,Divisópolis,31,suape,23808.2031936106
3122454,Divisópolis,31,aratu,22601.4804623417
3122454,Divisópolis,31,natal,24679.5897616634
2702504,Dois Riachos,27,suape,24899.5344528102
2702504,Dois Riachos,27,aratu,24405.3798518183
2702504,Dois Riachos,27,natal,25683.0645209842
2910107,Dom Basílio,29,suape,25033.046748449
2910107,Dom Basílio,29,aratu,23913.9392043325
2910107,Dom Basílio,29,natal,25894.0837246277
2203404,Dom Expedito Lopes,22,suape,28122.4245198765
2203404,Dom Expedito Lopes,22,aratu,27437.2635122561
2203404,Dom Expedito Lopes,22,natal,28927.3539527591
2203453,Dom Inocêncio,22,suape,27290.7605985968
2203453,Dom Inocêncio,22,aratu,26462.8148280633
2203453,Dom Inocêncio,22,natal,28115.3932541805
2203420,Domingos Mourão,22,suape,29296.5772508914
2203420,Domingos Mourão,22,aratu,28785.6587431732
2203420,Domingos Mourão,22,natal,30075.367645836
2505709,Dona Inês,25,suape,25686.9183499219
2505709,Dona Inês,25,aratu,25471.0380527791
2505709,Dona Inês,25,natal,26426.591843517
2605152,Dormentes,26,suape,27004.6792165685
2605152,Dormentes,26,aratu,26293.9975920758
2605152,Dormentes,26,natal,27814.6028825309
2403202,Doutor Severiano,24,suape,27120.1926389479
2403202,Doutor Severiano,24,aratu,26719.0186057384
2403202,Doutor Severiano,24,natal,27886.0897945352
2505808,Duas Estradas,25,suape,25567.5541964801
2505808,Duas Estradas,25,aratu,25364.2435620743
2505808,Duas Estradas,25,natal,26305.4444165105
2203503,Elesbão Veloso,22,suape,28714.3027709327
2203503,Elesbão Veloso,22,aratu,28037.6231495276
2203503,Elesbão Veloso,22,natal,29517.2736926447
2203602,Eliseu Martins,22,suape,28514.1247912862
2203602,Eliseu Martins,22,aratu,27626.7101524312
2203602,Eliseu Martins,22,natal,29344.5917622784
2910305,Elísio Medrado,29,suape,24310.9484362091
2910305,Elísio Medrado,29,aratu,23403.3041453465
2910305,Elísio Medrado,29,natal,25149.4542842626
2505907,Emas,25,suape,26317.4823595963
2505907,Emas,25,aratu,25909.6666350523
2505907,Emas,25,natal,27085.7756222722
2403301,Encanto,24,suape,27074.3505706095
2403301,Encanto,24,aratu,26677.4579315429
2403301,Encanto,24,natal,27839.6792480588
2910404,Encruzilhada,29,suape,23847.5304597075
2910404,Encruzilhada,29,aratu,22660.7797777277
2910404,Encruzilhada,29,natal,24716.9057012417
2403400,Equador,24,suape,25975.2429529586
2403400,Equador,24,aratu,25654.1214487353
2403400,Equador,24,natal,26730.9578737972
2304277,Ererê,23,suape,27133.1639137741
2304277,Ererê,23,aratu,26737.4255861956
2304277,Ererê,23,natal,27898.2174660342
2900504,Érico Cardoso,29,suape,25359.520698473
2900504,Érico Cardoso,29,aratu,24238.8726627077
2900504,Érico Cardoso,29,natal,26220.3273090713
2506004,Esperança,25,suape,25573.2178707669
2506004,Esperança,25,aratu,25315.5323206652
2506004,Esperança,25,natal,26319.7863206487
3124302,Espinosa,31,suape,25048.0033702518
3124302,Espinosa,31,aratu,23781.0060795826
3124302,Espinosa,31,natal,25923.7894711985
2702553,Estrela de Alagoas,27,suape,24751.0874913405
2702553,Estrela de Alagoas,27,aratu,24282.760538648
2702553,Estrela de Alagoas,27,natal,25531.1730982042
2910701,Euclides da Cunha,29,suape,25212.4923092698
2910701,Euclides da Cunha,29,aratu,24501.8084946055
2910701,Euclides da Cunha,29,natal,26025.1546383726
2605301,Exu,26,suape,26992.4879995748
2605301,Exu,26,aratu,26411.5296197247
2605301,Exu,26,natal,27784.760959385
2506103,Fagundes,25,suape,25378.4826915771
2506103,Fagundes,25,aratu,25108.0983182086
2506103,Fagundes,25,natal,26127.4429069728
2304301,Farias Brito,23,suape,27211.0648499174
2304301,Farias Brito,23,aratu,26675.0346641465
2304301,Farias Brito,23,natal,27996.6338495723
2203750,Fartura do Piauí,22,suape,27452.5584087285
2203750,Fartura do Piauí,22,aratu,26540.4444900132
2203750,Fartura do Piauí,22,natal,28287.3197807869
1707553,Fátima,17,suape,29875.6931456084
1707553,Fátima,17,aratu,28517.3760924659
1707553,Fátima,17,natal,30755.760926229
2910750,Fátima,29,suape,24799.8696175458
2910750,Fátima,29,aratu,24141.7343633427
2910750,Fátima,29,natal,25606.277644846
2910776,Feira da Mata,29,suape,26085.5976612621
2910776,Feira da Mata,29,aratu,24777.2697196488
2910776,Feira da Mata,29,natal,26964.224703216
2910800,Feira de Santana,29,suape,24361.0507061804
2910800,Feira de Santana,29,aratu,23539.4202692913
2910800,Feira de Santana,29,natal,25189.1385942094
2605400,Feira Nova,26,suape,24894.2852502986
2605400,Feira Nova,26,aratu,24623.149205968
2605400,Feira Nova,26,natal,25644.3476912288
2802205,Feira Nova,28,suape,24563.1378617608
2802205,Feira Nova,28,aratu,23997.5171315851
2802205,Feira Nova,28,natal,25357.3709765248
2403707,Felipe Guerra,24,suape,27077.5538364948
2403707,Felipe Guerra,24,aratu,26755.3518375888
2403707,Felipe Guerra,24,natal,27831.4197051245
3125606,Felisburgo,31,suape,23308.2905577468
3125606,Felisburgo,31,aratu,22050.4905161439
3125606,Felisburgo,31,natal,24185.160520923
2403756,Fernando Pedroza,24,suape,26544.2627662814
2403756,Fernando Pedroza,24,aratu,26306.3905819019
2403756,Fernando Pedroza,24,natal,27285.7908555946
1707702,Filadélfia,17,suape,30690.3656256655
1707702,Filadélfia,17,aratu,29609.8791462935
1707702,Filadélfia,17,natal,31541.2097657915
2910859,Filadélfia,29,suape,25623.3886454329
2910859,Filadélfia,29,aratu,24815.6909408497
2910859,Filadélfia,29,natal,26447.8201505777
2403806,Florânia,24,suape,26441.2724829793
2403806,Florânia,24,aratu,26157.0024413907
2403806,Florânia,24,natal,27190.3609067012
2605608,Flores,26,suape,26044.5982717613
2605608,Flores,26,aratu,25573.6550401254
2605608,Flores,26,natal,26822.708669199
2203800,Flores do Piauí,22,suape,28307.9683434896
2203800,Flores do Piauí,22,aratu,27488.0663400978
2203800,Flores do Piauí,22,natal,29130.2695965397
4107900,Floresta,41,suape,26808.149799191
4107900,Floresta,41,aratu,24501.7508357791
4107900,Floresta,41,natal,27740.2108073155
2605707,Floresta,26,suape,25936.4746222046
2605707,Floresta,26,aratu,25376.368729147
2605707,Floresta,26,natal,26727.5350972076
2203859,Floresta do Piauí,22,suape,27941.229788926
2203859,Floresta do Piauí,22,aratu,27216.3723404462
2203859,Floresta do Piauí,22,natal,28751.7084126942
2203909,Floriano,22,suape,28842.2020691238
2203909,Floriano,22,aratu,28073.4914807624
2203909,Floriano,22,natal,29657.247779124
2911105,Formosa do Rio Preto,29,suape,27909.294113796
2911105,Formosa do Rio Preto,29,aratu,26749.1038783537
2911105,Formosa do Rio Preto,29,natal,28771.4715336766
2304350,Forquilha,23,suape,29091.0439400477
2304350,Forquilha,23,aratu,28674.3800784281
2304350,Forquilha,23,natal,29856.1086346925
2304459,Fortim,23,suape,27716.6958237386
2304459,Fortim,23,aratu,27446.6793143925
2304459,Fortim,23,natal,28461.2208025356
2204006,Francinópolis,22,suape,28675.7610942233
2204006,Francinópolis,22,aratu,27979.8208606944
2204006,Francinópolis,22,natal,29481.3873603079
2204105,Francisco Ayres,22,suape,28758.3359582926
2204105,Francisco Ayres,22,aratu,28020.3235006242
2204105,Francisco Ayres,22,natal,29569.4625387724
3126505,Francisco Badaró,31,suape,23969.5908662044
3126505,Francisco Badaró,31,aratu,22583.502193566
3126505,Francisco Badaró,31,natal,24857.2332958165
2403905,Francisco Dantas,24,suape,27014.3385034637
2403905,Francisco Dantas,24,aratu,26633.0794803325
2403905,Francisco Dantas,24,natal,27777.40017087
2204154,Francisco Macedo,22,suape,27553.5585114871
2204154,Francisco Macedo,22,aratu,26906.2584234614
2204154,Francisco Macedo,22,natal,28354.1612667401
3126703,Francisco Sá,31,suape,24750.1604057855
3126703,Francisco Sá,31,aratu,23331.7473506692
3126703,Francisco Sá,31,natal,25639.7975250874
2204204,Francisco Santos,22,suape,27871.3766726156
2204204,Francisco Santos,22,aratu,27219.3630236442
2204204,Francisco Santos,22,natal,28672.1630087766
2304509,Frecheirinha,23,suape,29351.3960412089
2304509,Frecheirinha,23,aratu,28897.8612296635
2304509,Frecheirinha,23,natal,30121.621713907
2506202,Frei Martinho,25,suape,26144.4610844564
2506202,Frei Martinho,25,aratu,25874.1747684182
2506202,Frei Martinho,25,natal,26891.9064492143
2605806,Frei Miguelinho,26,suape,25120.9820719905
2605806,Frei Miguelinho,26,aratu,24807.1216660125
2605806,Frei Miguelinho,26,natal,25877.2328408714
2802304,Frei Paulo,28,suape,24517.0800566888
2802304,Frei Paulo,28,aratu,23916.5277683088
2802304,Frei Paulo,28,natal,25316.2069275523
2204303,Fronteiras,22,suape,27597.8831590906
2204303,Fronteiras,22,aratu,26977.1636320935
2204303,Fronteiras,22,natal,28394.7681313079
3127073,Fruta de Leite,31,suape,24409.105929857
3127073,Fruta de Leite,31,aratu,23075.1565530245
3127073,Fruta de Leite,31,natal,25291.7368339562
2404002,Frutuoso Gomes,24,suape,26850.5400612119
2404002,Frutuoso Gomes,24,aratu,26486.1573619957
2404002,Frutuoso Gomes,24,natal,27611.3141667562
2506251,Gado Bravo,25,suape,25253.7965693833
2506251,Gado Bravo,25,aratu,24970.1663027566
2506251,Gado Bravo,25,natal,26005.083850998
2404101,Galinhos,24,suape,26756.2103058821
2404101,Galinhos,24,aratu,26570.0139108456
2404101,Galinhos,24,natal,27488.9730416982
3127339,Gameleiras,31,suape,25140.1456366418
3127339,Gameleiras,31,aratu,23842.4066193958
3127339,Gameleiras,31,natal,26018.7226533266
2606002,Garanhuns,26,suape,24890.0807900015
2606002,Garanhuns,26,aratu,24473.7877842294
2606002,Garanhuns,26,natal,25662.2793675269
2802403,Gararu,28,suape,24604.2597488564
2802403,Gararu,28,aratu,24074.6199797157
2802403,Gararu,28,natal,25393.3835861272
2911253,Gavião,29,suape,25110.9009695715
2911253,Gavião,29,aratu,24282.8077163313
2911253,Gavião,29,natal,25938.6288802784
2204352,Geminiano,22,suape,27889.1163232572
2204352,Geminiano,22,aratu,27213.158999118
2204352,Geminiano,22,natal,28693.1303584259
2304608,General Sampaio,23,suape,28621.4995140833
2304608,General Sampaio,23,aratu,28250.2212599132
2304608,General Sampaio,23,natal,29380.3644896606
2911303,Gentio do Ouro,29,suape,26423.9780982038
2911303,Gentio do Ouro,29,aratu,25409.2118926543
2911303,Gentio do Ouro,29,natal,27271.9708854579
2702900,Girau do Ponciano,27,suape,24535.208838524
2702900,Girau do Ponciano,27,aratu,24031.2047582678
2702900,Girau do Ponciano,27,natal,25320.8280404084
2911402,Glória,29,suape,25432.0996716083
2911402,Glória,29,aratu,24851.0084794362
2911402,Glória,29,natal,26226.9447259825
2404309,Governador Dix-Sept Rosado,24,suape,27081.1614170742
2404309,Governador Dix-Sept Rosado,24,aratu,26779.6226338379
2404309,Governador Dix-Sept Rosado,24,natal,27831.7926864435
2304657,Graça,23,suape,29174.9577511564
2304657,Graça,23,aratu,28711.166708376
2304657,Graça,23,natal,29946.9750687647
2802601,Gracho Cardoso,28,suape,24530.1898764558
2802601,Gracho Cardoso,28,aratu,23975.7892982661
2802601,Gracho Cardoso,28,natal,25322.9223594881
2606309,Granito,26,suape,26843.6540036732
2606309,Granito,26,aratu,26258.8250423654
2606309,Granito,26,natal,27636.7022192228
2304707,Granja,23,suape,29679.8877425334
2304707,Granja,23,aratu,29257.4473923852
2304707,Granja,23,natal,30444.9446058039
2304806,Granjeiro,23,suape,27077.0872135926
2304806,Granjeiro,23,aratu,26569.050958262
2304806,Granjeiro,23,natal,27858.8459917851
3127800,Grão Mogol,31,suape,24412.3331685532
3127800,Grão Mogol,31,aratu,23024.0389841399
3127800,Grão Mogol,31,natal,25299.7295772934
2606408,Gravatá,26,suape,24836.4409000644
2606408,Gravatá,26,aratu,24534.7250985108
2606408,Gravatá,26,natal,25591.3876871372
2304905,Groaíras,23,suape,29082.6913601425
2304905,Groaíras,23,aratu,28651.2071309027
2304905,Groaíras,23,natal,29850.0085376192
2404408,Grossos,24,suape,27177.1632342121
2404408,Grossos,24,aratu,26927.8499972024
2404408,Grossos,24,natal,27919.3472219633
2304954,Guaiúba,23,suape,28280.8654347269
2304954,Guaiúba,23,aratu,27969.288683727
2304954,Guaiúba,23,natal,29031.0002563565
2911659,Guajeru,29,suape,24775.2139779713
2911659,Guajeru,29,aratu,23590.3973284514
2911659,Guajeru,29,natal,25643.2881829022
2404507,Guamaré,24,suape,26767.1689447757
2404507,Guamaré,24,aratu,26576.4958002052
2404507,Guamaré,24,natal,27500.6417692638
2911709,Guanambi,29,suape,25331.0780150053
2911709,Guanambi,29,aratu,24114.2620118431
2911709,Guanambi,29,natal,26201.7050220023
2506301,Guarabira,25,suape,25508.2521089098
2506301,Guarabira,25,aratu,25290.379746448
2506301,Guarabira,25,natal,26248.6070221228
2305001,Guaraciaba do Norte,23,suape,29116.5596124151
2305001,Guaraciaba do Norte,23,aratu,28646.8746642353
2305001,Guaraciaba do Norte,23,natal,29889.5396793151
2305100,Guaramiranga,23,suape,28288.1993310071
2305100,Guaramiranga,23,aratu,27943.5823169946
2305100,Guaramiranga,23,natal,29043.4830446696
2204550,Guaribas,22,suape,27926.0315167068
2204550,Guaribas,22,aratu,26960.5904859524
2204550,Guaribas,22,natal,28766.5576892424
2506400,Gurinhém,25,suape,25339.8988732094
2506400,Gurinhém,25,aratu,25111.9793259142
2506400,Gurinhém,25,natal,26082.2059646032
2506509,Gurjão,25,suape,25721.0347481172
2506509,Gurjão,25,aratu,25400.1890792342
2506509,Gurjão,25,natal,26477.190866933
2911857,Heliópolis,29,suape,24798.1997894969
2911857,Heliópolis,29,aratu,24130.7541493542
2911857,Heliópolis,29,natal,25605.8501961178
5209705,Hidrolândia,52,suape,27540.4864884799
5209705,Hidrolândia,52,aratu,25781.2628046752
5209705,Hidrolândia,52,natal,28453.0140413762
2305209,Hidrolândia,23,suape,28841.225517941
2305209,Hidrolândia,23,aratu,28382.4261302796
2305209,Hidrolândia,23,natal,29612.9996602646
2305233,Horizonte,23,suape,28168.2987279748
2305233,Horizonte,23,aratu,27865.1202029613
2305233,Horizonte,23,natal,28917.3005852626
2911907,Iaçu,29,suape,24717.4290574081
2911907,Iaçu,29,aratu,23772.6058828883
2911907,Iaçu,29,natal,25559.6762557118
2606507,Iati,26,suape,24961.0402708864
2606507,Iati,26,aratu,24506.8979608891
2606507,Iati,26,natal,25738.6671686963
2305266,Ibaretama,23,suape,27932.2960524052
2305266,Ibaretama,23,aratu,27572.5649744558
2305266,Ibaretama,23,natal,28690.5054878919
2305308,Ibiapina,23,suape,29297.3454373555
2305308,Ibiapina,23,aratu,28829.884285095
2305308,Ibiapina,23,natal,30069.7279288434
2506608,Ibiara,25,suape,26423.991179655
2506608,Ibiara,25,aratu,25942.025767849
2506608,Ibiara,25,natal,27203.0527314667
2912004,Ibiassucê,29,suape,25051.2639949775
2912004,Ibiassucê,29,aratu,23864.7626698906
2912004,Ibiassucê,29,natal,25919.1889995906
2912202,Ibicoara,29,suape,24950.9034872271
2912202,Ibicoara,29,aratu,23888.133080824
2912202,Ibicoara,29,natal,25806.0416876169
2305332,Ibicuitinga,23,suape,27798.5617003066
2305332,Ibicuitinga,23,aratu,27438.426524612
2305332,Ibicuitinga,23,natal,28557.0565311118
2606606,Ibimirim,26,suape,25586.1574277214
2606606,Ibimirim,26,aratu,25095.683089198
2606606,Ibimirim,26,natal,26367.9108990386
2912400,Ibipeba,29,suape,26094.4961153463
2912400,Ibipeba,29,aratu,25098.811560099
2912400,Ibipeba,29,natal,26940.735192483
2912509,Ibipitanga,29,suape,25768.4282133636
2912509,Ibipitanga,29,aratu,24660.987418333
2912509,Ibipitanga,29,natal,26627.3573939885
2912608,Ibiquera,29,suape,25121.3896117822
2912608,Ibiquera,29,aratu,24133.916056575
2912608,Ibiquera,29,natal,25967.9609274582
3129657,Ibiracatu,31,suape,25428.2101764089
3129657,Ibiracatu,31,aratu,24027.1976919159
3129657,Ibiracatu,31,natal,26315.7513373144
2606705,Ibirajuba,26,suape,24909.7009310445
2606705,Ibirajuba,26,aratu,24536.8788387341
2606705,Ibirajuba,26,natal,25675.3665135852
2913002,Ibitiara,29,suape,25739.5893459285
2913002,Ibitiara,29,aratu,24664.9851972925
2913002,Ibitiara,29,natal,26595.0299907831
2913101,Ibititá,29,suape,26119.4257374738
2913101,Ibititá,29,aratu,25133.3396560386
2913101,Ibititá,29,natal,26964.5385336875
2913200,Ibotirama,29,suape,26435.5354821813
2913200,Ibotirama,29,aratu,25326.7075790406
2913200,Ibotirama,29,natal,27293.8447385067
2305357,Icapuí,23,suape,27396.4954761829
2305357,Icapuí,23,aratu,27146.6556043913
2305357,Icapuí,23,natal,28138.3669290984
2913309,Ichu,29,suape,24709.5976113929
2913309,Ichu,29,aratu,23906.185146133
2913309,Ichu,29,natal,25534.8841129974
2305407,Icó,23,suape,27164.8013943732
2305407,Icó,23,aratu,26710.5944870587
2305407,Icó,23,natal,27938.5467210414
2404606,Ielmo Marinho,24,suape,26074.4222830214
2404606,Ielmo Marinho,24,aratu,25907.0429628584
2404606,Ielmo Marinho,24,natal,26805.4408544034
2703106,Igaci,27,suape,24622.2741513327
2703106,Igaci,27,aratu,24155.0771359492
2703106,Igaci,27,natal,25402.4413226131
2913408,Igaporã,29,suape,25491.9863668693
2913408,Igaporã,29,aratu,24309.8117889842
2913408,Igaporã,29,natal,26358.978021822
2502607,Igaracy,25,suape,26466.8017563318
2502607,Igaracy,25,aratu,26021.9778869908
2502607,Igaracy,25,natal,27240.3417679307
2913507,Iguaí,29,suape,23777.413667072
2913507,Iguaí,29,aratu,22702.8007455451
2913507,Iguaí,29,natal,24635.3687452672
2606903,Iguaracy,26,suape,25856.8344953111
2606903,Iguaracy,26,aratu,25423.0084307788
2606903,Iguaracy,26,natal,26629.8256986422
2305506,Iguatu,23,suape,27369.9812081135
2305506,Iguatu,23,aratu,26885.6077449907
2305506,Iguatu,23,natal,28147.8264079286
4110052,Iguatu,41,suape,27022.7196253995
4110052,Iguatu,41,aratu,24613.9937252028
4110052,Iguatu,41,natal,27954.795752841
2204659,Ilha Grande,22,suape,30239.4601441315
2204659,Ilha Grande,22,aratu,29763.00524442
2204659,Ilha Grande,22,natal,31011.8283597921
2506707,Imaculada,25,suape,26081.133446767
2506707,Imaculada,25,aratu,25672.8740586892
2506707,Imaculada,25,natal,26849.9161475342
2607000,Inajá,26,suape,25464.0524601937
2607000,Inajá,26,aratu,24941.7844809148
2607000,Inajá,26,natal,26250.5779311528
4110300,Inajá,41,suape,27135.9329346378
4110300,Inajá,41,aratu,24879.4672126994
4110300,Inajá,41,natal,28067.4977818715
3130655,Indaiabira,31,suape,24505.8454936162
3130655,Indaiabira,31,aratu,23237.6880234015
3130655,Indaiabira,31,natal,25382.3242407454
4310405,Independência,43,suape,26771.9138230421
4310405,Independência,43,aratu,24143.9723756323
4310405,Independência,43,natal,27699.0366387062
2305605,Independência,23,suape,28304.7672913531
2305605,Independência,23,aratu,27800.3443348623
2305605,Independência,23,natal,29084.0763280953
2506806,Ingá,25,suape,25333.0776048524
2506806,Ingá,25,aratu,25081.4586088366
2506806,Ingá,25,natal,26079.1680388331
2607109,Ingazeira,26,suape,25917.4746136258
2607109,Ingazeira,26,aratu,25497.003566208
2607109,Ingazeira,26,natal,26688.3749808746
2913705,Inhambupe,29,suape,24304.2399486836
2913705,Inhambupe,29,aratu,23560.5740981407
2913705,Inhambupe,29,natal,25122.6503508891
2703304,Inhapi,27,suape,25266.4885748199
2703304,Inhapi,27,aratu,24731.1003600575
2703304,Inhapi,27,natal,26055.2237215675
2204709,Inhuma,22,suape,28292.0972455758
2204709,Inhuma,22,aratu,27618.8444681555
2204709,Inhuma,22,natal,29095.1812960025
2404705,Ipanguaçu,24,suape,26782.1988041917
2404705,Ipanguaçu,24,aratu,26529.9711561477
2404705,Ipanguaçu,24,natal,27525.5750115792
2305654,Ipaporanga,23,suape,28745.7084033161
2305654,Ipaporanga,23,aratu,28236.2330079977
2305654,Ipaporanga,23,natal,29525.0926071069
2305704,Ipaumirim,23,suape,26910.1838234568
2305704,Ipaumirim,23,aratu,26444.539776145
2305704,Ipaumirim,23,natal,27686.0384205827
2913804,Ipecaetá,29,suape,24503.9306790048
2913804,Ipecaetá,29,aratu,23654.8449839321
2913804,Ipecaetá,29,natal,25335.1494940859
2914000,Ipirá,29,suape,24773.6169863245
2914000,Ipirá,29,aratu,23903.1922359271
2914000,Ipirá,29,natal,25607.0062486892
4207601,Ipira,42,suape,25567.6372056849
4207601,Ipira,42,aratu,23028.711616789
4207601,Ipira,42,natal,26497.4963779435
2204808,Ipiranga do Piauí,22,suape,28229.8862628804
2204808,Ipiranga do Piauí,22,aratu,27545.2730713494
2204808,Ipiranga do Piauí,22,natal,29034.5930506077
2305803,Ipu,23,suape,29017.770172832
2305803,Ipu,23,aratu,28542.6086785115
2305803,Ipu,23,natal,29791.7088657016
